seller_id,current_period,quality_inputs,fraud_inputs,profitability_inputs,operational_inputs,concentration_inputs
S00406,2026-02,"{""cancellation_rate"": 0.117647, ""on_time_rate"": 0.352941, ""refund_rate"": 0.098039, ""repeat_buyer_rate"": 0.019608}","{""chargeback_rate"": 0.098039, ""dispute_rate"": 0.176471, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 7.133537, ""margin_rate"": 0.051586, ""promo_dependency_rate"": 0.022722}","{""avg_delay_days"": 1.509804, ""cancellation_rate"": 0.117647, ""delayed_order_rate"": 0.117647}","{""gmv_rank_percentile"": 0.6975, ""gmv_share"": 0.000621, ""order_share"": 0.000784, ""top_decile_volume"": 0.0}"
S00407,2026-02,"{""cancellation_rate"": 0.2, ""on_time_rate"": 0.2, ""refund_rate"": 0.2, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -5.16337, ""margin_rate"": -0.035248, ""promo_dependency_rate"": 0.091968}","{""avg_delay_days"": 1.4, ""cancellation_rate"": 0.2, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.0525, ""gmv_share"": 6.5e-05, ""order_share"": 7.7e-05, ""top_decile_volume"": 0.0}"
S00408,2026-02,"{""cancellation_rate"": 0.046512, ""on_time_rate"": 0.348837, ""refund_rate"": 0.186047, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.046512, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 9.063836, ""margin_rate"": 0.089382, ""promo_dependency_rate"": 0.012916}","{""avg_delay_days"": 1.767442, ""cancellation_rate"": 0.046512, ""delayed_order_rate"": 0.209302}","{""gmv_rank_percentile"": 0.505833, ""gmv_share"": 0.000384, ""order_share"": 0.000661, ""top_decile_volume"": 0.0}"
S00409,2026-02,"{""cancellation_rate"": 0.285714, ""on_time_rate"": 0.071429, ""refund_rate"": 0.214286, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.273054, ""margin_rate"": 0.002798, ""promo_dependency_rate"": 0.054404}","{""avg_delay_days"": 1.857143, ""cancellation_rate"": 0.285714, ""delayed_order_rate"": 0.357143}","{""gmv_rank_percentile"": 0.14, ""gmv_share"": 0.00012, ""order_share"": 0.000215, ""top_decile_volume"": 0.0}"
S00410,2026-02,"{""cancellation_rate"": 0.181818, ""on_time_rate"": 0.0, ""refund_rate"": 0.363636, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.045455, ""dispute_rate"": 0.227273, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.317014, ""margin_rate"": 0.031351, ""promo_dependency_rate"": 0.039949}","{""avg_delay_days"": 3.590909, ""cancellation_rate"": 0.181818, ""delayed_order_rate"": 0.818182}","{""gmv_rank_percentile"": 0.295, ""gmv_share"": 0.000205, ""order_share"": 0.000338, ""top_decile_volume"": 0.0}"
S00411,2026-02,"{""cancellation_rate"": 0.142857, ""on_time_rate"": 0.255639, ""refund_rate"": 0.165414, ""repeat_buyer_rate"": 0.007519}","{""chargeback_rate"": 0.022556, ""dispute_rate"": 0.12782, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.413443, ""margin_rate"": -0.014491, ""promo_dependency_rate"": 0.057486}","{""avg_delay_days"": 1.62406, ""cancellation_rate"": 0.142857, ""delayed_order_rate"": 0.172932}","{""gmv_rank_percentile"": 0.846667, ""gmv_share"": 0.001142, ""order_share"": 0.002046, ""top_decile_volume"": 0.0}"
S00412,2026-02,"{""cancellation_rate"": 0.096774, ""on_time_rate"": 0.193548, ""refund_rate"": 0.096774, ""repeat_buyer_rate"": 0.032258}","{""chargeback_rate"": 0.032258, ""dispute_rate"": 0.16129, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.217112, ""margin_rate"": -0.002189, ""promo_dependency_rate"": 0.055899}","{""avg_delay_days"": 1.806452, ""cancellation_rate"": 0.096774, ""delayed_order_rate"": 0.225806}","{""gmv_rank_percentile"": 0.3825, ""gmv_share"": 0.000271, ""order_share"": 0.000477, ""top_decile_volume"": 0.0}"
S00413,2026-02,"{""cancellation_rate"": 0.196721, ""on_time_rate"": 0.163934, ""refund_rate"": 0.163934, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.032787, ""dispute_rate"": 0.180328, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 5.675043, ""margin_rate"": 0.032818, ""promo_dependency_rate"": 0.028752}","{""avg_delay_days"": 1.639344, ""cancellation_rate"": 0.196721, ""delayed_order_rate"": 0.196721}","{""gmv_rank_percentile"": 0.8075, ""gmv_share"": 0.000929, ""order_share"": 0.000938, ""top_decile_volume"": 0.0}"
S00414,2026-02,"{""cancellation_rate"": 0.2, ""on_time_rate"": 0.25, ""refund_rate"": 0.2, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.15, ""dispute_rate"": 0.05, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 7.413311, ""margin_rate"": 0.068625, ""promo_dependency_rate"": 0.010609}","{""avg_delay_days"": 1.45, ""cancellation_rate"": 0.2, ""delayed_order_rate"": 0.15}","{""gmv_rank_percentile"": 0.263333, ""gmv_share"": 0.00019, ""order_share"": 0.000308, ""top_decile_volume"": 0.0}"
S00415,2026-02,"{""cancellation_rate"": 0.178571, ""on_time_rate"": 0.107143, ""refund_rate"": 0.190476, ""repeat_buyer_rate"": 0.02381}","{""chargeback_rate"": 0.071429, ""dispute_rate"": 0.178571, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.607967, ""margin_rate"": -0.02209, ""promo_dependency_rate"": 0.056028}","{""avg_delay_days"": 1.916667, ""cancellation_rate"": 0.178571, ""delayed_order_rate"": 0.345238}","{""gmv_rank_percentile"": 0.636667, ""gmv_share"": 0.000539, ""order_share"": 0.001292, ""top_decile_volume"": 0.0}"
S00416,2026-02,"{""cancellation_rate"": 0.114754, ""on_time_rate"": 0.114754, ""refund_rate"": 0.147541, ""repeat_buyer_rate"": 0.040984}","{""chargeback_rate"": 0.032787, ""dispute_rate"": 0.131148, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 4.458225, ""margin_rate"": 0.044503, ""promo_dependency_rate"": 0.028148}","{""avg_delay_days"": 2.065574, ""cancellation_rate"": 0.114754, ""delayed_order_rate"": 0.385246}","{""gmv_rank_percentile"": 0.841667, ""gmv_share"": 0.001076, ""order_share"": 0.001876, ""top_decile_volume"": 0.0}"
S00417,2026-02,"{""cancellation_rate"": 0.157895, ""on_time_rate"": 0.0, ""refund_rate"": 0.252632, ""repeat_buyer_rate"": 0.042105}","{""chargeback_rate"": 0.026316, ""dispute_rate"": 0.115789, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.863474, ""margin_rate"": -0.006571, ""promo_dependency_rate"": 0.049141}","{""avg_delay_days"": 3.526316, ""cancellation_rate"": 0.157895, ""delayed_order_rate"": 0.831579}","{""gmv_rank_percentile"": 0.926667, ""gmv_share"": 0.002199, ""order_share"": 0.002922, ""top_decile_volume"": 1.0}"
S00418,2026-02,"{""cancellation_rate"": 0.135593, ""on_time_rate"": 0.288136, ""refund_rate"": 0.152542, ""repeat_buyer_rate"": 0.016949}","{""chargeback_rate"": 0.033898, ""dispute_rate"": 0.135593, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 9.306101, ""margin_rate"": 0.059665, ""promo_dependency_rate"": 0.0202}","{""avg_delay_days"": 1.694915, ""cancellation_rate"": 0.135593, ""delayed_order_rate"": 0.254237}","{""gmv_rank_percentile"": 0.7775, ""gmv_share"": 0.00081, ""order_share"": 0.000907, ""top_decile_volume"": 0.0}"
S00419,2026-02,"{""cancellation_rate"": 0.166667, ""on_time_rate"": 0.333333, ""refund_rate"": 0.183333, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.1, ""dispute_rate"": 0.15, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.682247, ""margin_rate"": 0.016074, ""promo_dependency_rate"": 0.026129}","{""avg_delay_days"": 1.4, ""cancellation_rate"": 0.166667, ""delayed_order_rate"": 0.1}","{""gmv_rank_percentile"": 0.655833, ""gmv_share"": 0.000553, ""order_share"": 0.000923, ""top_decile_volume"": 0.0}"
S00420,2026-02,"{""cancellation_rate"": 0.103448, ""on_time_rate"": 0.091954, ""refund_rate"": 0.183908, ""repeat_buyer_rate"": 0.011494}","{""chargeback_rate"": 0.045977, ""dispute_rate"": 0.195402, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.757696, ""margin_rate"": 0.023198, ""promo_dependency_rate"": 0.039061}","{""avg_delay_days"": 2.149425, ""cancellation_rate"": 0.103448, ""delayed_order_rate"": 0.37931}","{""gmv_rank_percentile"": 0.858333, ""gmv_share"": 0.001241, ""order_share"": 0.001338, ""top_decile_volume"": 0.0}"
S00421,2026-02,"{""cancellation_rate"": 0.157895, ""on_time_rate"": 0.263158, ""refund_rate"": 0.184211, ""repeat_buyer_rate"": 0.026316}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.078947, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.118411, ""margin_rate"": 0.001244, ""promo_dependency_rate"": 0.062646}","{""avg_delay_days"": 1.526316, ""cancellation_rate"": 0.157895, ""delayed_order_rate"": 0.131579}","{""gmv_rank_percentile"": 0.44, ""gmv_share"": 0.000318, ""order_share"": 0.000584, ""top_decile_volume"": 0.0}"
S00422,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.3125, ""refund_rate"": 0.15625, ""repeat_buyer_rate"": 0.03125}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0625, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.214538, ""margin_rate"": 0.027883, ""promo_dependency_rate"": 0.042909}","{""avg_delay_days"": 1.875, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.1875}","{""gmv_rank_percentile"": 0.448333, ""gmv_share"": 0.000325, ""order_share"": 0.000492, ""top_decile_volume"": 0.0}"
S00423,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.0, ""refund_rate"": 0.2, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.2, ""dispute_rate"": 0.2, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.54388, ""margin_rate"": -0.005869, ""promo_dependency_rate"": 0.049985}","{""avg_delay_days"": 2.4, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.4}","{""gmv_rank_percentile"": 0.0275, ""gmv_share"": 4.1e-05, ""order_share"": 7.7e-05, ""top_decile_volume"": 0.0}"
S00424,2026-02,"{""cancellation_rate"": 0.067797, ""on_time_rate"": 0.305085, ""refund_rate"": 0.152542, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.016949, ""dispute_rate"": 0.118644, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.542626, ""margin_rate"": -0.033315, ""promo_dependency_rate"": 0.063595}","{""avg_delay_days"": 1.711864, ""cancellation_rate"": 0.067797, ""delayed_order_rate"": 0.186441}","{""gmv_rank_percentile"": 0.3425, ""gmv_share"": 0.000241, ""order_share"": 0.000907, ""top_decile_volume"": 0.0}"
S00425,2026-02,"{""cancellation_rate"": 0.129032, ""on_time_rate"": 0.451613, ""refund_rate"": 0.225806, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.032258, ""dispute_rate"": 0.129032, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 24.430959, ""margin_rate"": 0.056466, ""promo_dependency_rate"": 0.026053}","{""avg_delay_days"": 1.322581, ""cancellation_rate"": 0.129032, ""delayed_order_rate"": 0.064516}","{""gmv_rank_percentile"": 0.85, ""gmv_share"": 0.001181, ""order_share"": 0.000477, ""top_decile_volume"": 0.0}"
S00426,2026-02,"{""cancellation_rate"": 0.157895, ""on_time_rate"": 0.315789, ""refund_rate"": 0.078947, ""repeat_buyer_rate"": 0.052632}","{""chargeback_rate"": 0.105263, ""dispute_rate"": 0.105263, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 12.074606, ""margin_rate"": 0.041944, ""promo_dependency_rate"": 0.043337}","{""avg_delay_days"": 1.447368, ""cancellation_rate"": 0.157895, ""delayed_order_rate"": 0.157895}","{""gmv_rank_percentile"": 0.819167, ""gmv_share"": 0.000963, ""order_share"": 0.000584, ""top_decile_volume"": 0.0}"
S00427,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.25, ""refund_rate"": 0.25, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.083333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 34.251627, ""margin_rate"": 0.072864, ""promo_dependency_rate"": 0.021645}","{""avg_delay_days"": 1.916667, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.166667}","{""gmv_rank_percentile"": 0.8275, ""gmv_share"": 0.000994, ""order_share"": 0.000369, ""top_decile_volume"": 0.0}"
S00428,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.157895, ""refund_rate"": 0.157895, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.157895, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.179431, ""margin_rate"": -0.001489, ""promo_dependency_rate"": 0.065252}","{""avg_delay_days"": 2.105263, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.263158}","{""gmv_rank_percentile"": 0.29, ""gmv_share"": 0.000202, ""order_share"": 0.000292, ""top_decile_volume"": 0.0}"
S00429,2026-02,"{""cancellation_rate"": 0.133333, ""on_time_rate"": 0.433333, ""refund_rate"": 0.166667, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.1, ""dispute_rate"": 0.233333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.314083, ""margin_rate"": 0.008895, ""promo_dependency_rate"": 0.03395}","{""avg_delay_days"": 1.366667, ""cancellation_rate"": 0.133333, ""delayed_order_rate"": 0.1}","{""gmv_rank_percentile"": 0.5125, ""gmv_share"": 0.00039, ""order_share"": 0.000461, ""top_decile_volume"": 0.0}"
S00430,2026-02,"{""cancellation_rate"": 0.034483, ""on_time_rate"": 0.413793, ""refund_rate"": 0.172414, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.068966, ""dispute_rate"": 0.034483, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 0.012026, ""margin_rate"": 8e-05, ""promo_dependency_rate"": 0.049812}","{""avg_delay_days"": 1.37931, ""cancellation_rate"": 0.034483, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.5075, ""gmv_share"": 0.000386, ""order_share"": 0.000446, ""top_decile_volume"": 0.0}"
S00431,2026-02,"{""cancellation_rate"": 0.098361, ""on_time_rate"": 0.0, ""refund_rate"": 0.196721, ""repeat_buyer_rate"": 0.032787}","{""chargeback_rate"": 0.032787, ""dispute_rate"": 0.196721, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.794791, ""margin_rate"": 0.021103, ""promo_dependency_rate"": 0.035561}","{""avg_delay_days"": 4.196721, ""cancellation_rate"": 0.098361, ""delayed_order_rate"": 0.901639}","{""gmv_rank_percentile"": 0.82, ""gmv_share"": 0.000966, ""order_share"": 0.000938, ""top_decile_volume"": 0.0}"
S00432,2026-02,"{""cancellation_rate"": 0.137931, ""on_time_rate"": 0.0, ""refund_rate"": 0.275862, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.068966, ""dispute_rate"": 0.172414, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.175708, ""margin_rate"": 0.009307, ""promo_dependency_rate"": 0.037712}","{""avg_delay_days"": 4.206897, ""cancellation_rate"": 0.137931, ""delayed_order_rate"": 0.862069}","{""gmv_rank_percentile"": 0.444167, ""gmv_share"": 0.000323, ""order_share"": 0.000446, ""top_decile_volume"": 0.0}"
S00433,2026-02,"{""cancellation_rate"": 0.103448, ""on_time_rate"": 0.0, ""refund_rate"": 0.206897, ""repeat_buyer_rate"": 0.034483}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.068966, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.107754, ""margin_rate"": -0.030163, ""promo_dependency_rate"": 0.06949}","{""avg_delay_days"": 3.896552, ""cancellation_rate"": 0.103448, ""delayed_order_rate"": 0.896552}","{""gmv_rank_percentile"": 0.096667, ""gmv_share"": 9.4e-05, ""order_share"": 0.000446, ""top_decile_volume"": 0.0}"
S00434,2026-02,"{""cancellation_rate"": 0.0, ""on_time_rate"": 0.62963, ""refund_rate"": 0.111111, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.074074, ""dispute_rate"": 0.111111, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.95809, ""margin_rate"": 0.033532, ""promo_dependency_rate"": 0.01823}","{""avg_delay_days"": 1.333333, ""cancellation_rate"": 0.0, ""delayed_order_rate"": 0.074074}","{""gmv_rank_percentile"": 0.399167, ""gmv_share"": 0.000281, ""order_share"": 0.000415, ""top_decile_volume"": 0.0}"
S00435,2026-02,"{""cancellation_rate"": 0.2, ""on_time_rate"": 0.0, ""refund_rate"": 0.173333, ""repeat_buyer_rate"": 0.026667}","{""chargeback_rate"": 0.026667, ""dispute_rate"": 0.133333, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.042707, ""margin_rate"": 0.02041, ""promo_dependency_rate"": 0.034839}","{""avg_delay_days"": 3.16, ""cancellation_rate"": 0.2, ""delayed_order_rate"": 0.786667}","{""gmv_rank_percentile"": 0.92, ""gmv_share"": 0.001969, ""order_share"": 0.002307, ""top_decile_volume"": 1.0}"
S00436,2026-02,"{""cancellation_rate"": 0.129808, ""on_time_rate"": 0.0, ""refund_rate"": 0.206731, ""repeat_buyer_rate"": 0.057692}","{""chargeback_rate"": 0.019231, ""dispute_rate"": 0.173077, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -1.513504, ""margin_rate"": -0.012372, ""promo_dependency_rate"": 0.04162}","{""avg_delay_days"": 3.663462, ""cancellation_rate"": 0.129808, ""delayed_order_rate"": 0.865385}","{""gmv_rank_percentile"": 0.929167, ""gmv_share"": 0.002241, ""order_share"": 0.003199, ""top_decile_volume"": 1.0}"
S00437,2026-02,"{""cancellation_rate"": 0.4, ""on_time_rate"": 0.2, ""refund_rate"": 0.2, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.2, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 3.12261, ""margin_rate"": 0.043011, ""promo_dependency_rate"": 0.031736}","{""avg_delay_days"": 1.0, ""cancellation_rate"": 0.4, ""delayed_order_rate"": 0.1}","{""gmv_rank_percentile"": 0.050833, ""gmv_share"": 6.4e-05, ""order_share"": 0.000154, ""top_decile_volume"": 0.0}"
S00438,2026-02,"{""cancellation_rate"": 0.2, ""on_time_rate"": 0.1, ""refund_rate"": 0.1, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.0, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": -0.614679, ""margin_rate"": -0.005575, ""promo_dependency_rate"": 0.069433}","{""avg_delay_days"": 1.5, ""cancellation_rate"": 0.2, ""delayed_order_rate"": 0.0}","{""gmv_rank_percentile"": 0.1, ""gmv_share"": 9.7e-05, ""order_share"": 0.000154, ""top_decile_volume"": 0.0}"
S00439,2026-02,"{""cancellation_rate"": 0.08, ""on_time_rate"": 0.05, ""refund_rate"": 0.2, ""repeat_buyer_rate"": 0.01}","{""chargeback_rate"": 0.01, ""dispute_rate"": 0.12, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 1.11413, ""margin_rate"": 0.009147, ""promo_dependency_rate"": 0.046054}","{""avg_delay_days"": 2.34, ""cancellation_rate"": 0.08, ""delayed_order_rate"": 0.47}","{""gmv_rank_percentile"": 0.84, ""gmv_share"": 0.001073, ""order_share"": 0.001538, ""top_decile_volume"": 0.0}"
S00440,2026-02,"{""cancellation_rate"": 0.090909, ""on_time_rate"": 0.0, ""refund_rate"": 0.090909, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.181818, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 2.874361, ""margin_rate"": 0.043097, ""promo_dependency_rate"": 0.030301}","{""avg_delay_days"": 2.363636, ""cancellation_rate"": 0.090909, ""delayed_order_rate"": 0.545455}","{""gmv_rank_percentile"": 0.053333, ""gmv_share"": 6.5e-05, ""order_share"": 0.000169, ""top_decile_volume"": 0.0}"
S00441,2026-02,"{""cancellation_rate"": 0.4, ""on_time_rate"": 0.0, ""refund_rate"": 0.0, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.2, ""dispute_rate"": 0.2, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 14.675378, ""margin_rate"": 0.0799, ""promo_dependency_rate"": 0.003136}","{""avg_delay_days"": 2.6, ""cancellation_rate"": 0.4, ""delayed_order_rate"": 0.6}","{""gmv_rank_percentile"": 0.078333, ""gmv_share"": 8.1e-05, ""order_share"": 7.7e-05, ""top_decile_volume"": 0.0}"
S00442,2026-02,"{""cancellation_rate"": 0.2, ""on_time_rate"": 0.0, ""refund_rate"": 0.3, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.05, ""dispute_rate"": 0.15, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 14.028796, ""margin_rate"": 0.032116, ""promo_dependency_rate"": 0.035627}","{""avg_delay_days"": 3.5, ""cancellation_rate"": 0.2, ""delayed_order_rate"": 0.8}","{""gmv_rank_percentile"": 0.761667, ""gmv_share"": 0.000769, ""order_share"": 0.000308, ""top_decile_volume"": 0.0}"
S00443,2026-02,"{""cancellation_rate"": 0.060606, ""on_time_rate"": 0.333333, ""refund_rate"": 0.090909, ""repeat_buyer_rate"": 0.0}","{""chargeback_rate"": 0.0, ""dispute_rate"": 0.212121, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 6.256498, ""margin_rate"": 0.045038, ""promo_dependency_rate"": 0.02994}","{""avg_delay_days"": 1.69697, ""cancellation_rate"": 0.060606, ""delayed_order_rate"": 0.151515}","{""gmv_rank_percentile"": 0.525, ""gmv_share"": 0.000404, ""order_share"": 0.000508, ""top_decile_volume"": 0.0}"
S00444,2026-02,"{""cancellation_rate"": 0.12069, ""on_time_rate"": 0.103448, ""refund_rate"": 0.195402, ""repeat_buyer_rate"": 0.057471}","{""chargeback_rate"": 0.126437, ""dispute_rate"": 0.166667, ""high_risk_buyer_share"": 0.0}","{""avg_margin_after_risk"": 15.969403, ""margin_rate"": 0.036321, ""promo_dependency_rate"": 0.029439}","{""avg_delay_days"": 2.022989, ""cancellation_rate"": 0.12069, ""delayed_order_rate"": 0.327586}","{""gmv_rank_percentile"": 0.986667, ""gmv_share"": 0.006737, ""order_share"": 0.002676, ""top_decile_volume"": 1.0}"
