iteration,scenario,scenario_type,gmv,net_value,risk_adjusted_gmv,commission_revenue,subsidy,refunds,disputes,chargeback_loss,total_leakage,contribution_margin_proxy,top_risk_seller_downside_exposure
580,seller_quality_improvement,quality_upside,11333428.197902834,10698519.566341244,10447980.150388304,1248929.6080201727,387252.88284368126,1010508.8592264365,773134.4216045993,573876.8725836059,2744773.0362583227,-1495843.42823815,1043959.3269444983
580,subsidy_tightening,policy_upside,10936763.035803916,10199060.536198387,9903354.18901769,1205217.6034294406,275224.1164785461,1032419.0618655115,986283.7059009005,568661.3422506222,2862588.2264955803,-1657370.6230661396,1192714.4063917354
580,fraud_control_improvement,risk_upside,11268634.742921224,10330856.291256972,10090283.015503004,1241789.4503450722,386502.0079176625,1093795.1274922616,768129.5461741238,376052.1472700104,2624478.8288540584,-1382689.3785089862,868831.5351790942
580,downside_high_risk_deterioration,downside,11751529.272369577,10842379.137635462,10342178.395324826,1295003.8233351104,449017.27058552636,1611725.8278544524,1254059.7639817777,737519.8727002209,4052322.7351219775,-2757318.9117868673,2037134.7991039634
581,baseline,reference,11346873.182543749,10419639.251808522,10050792.576054508,1250411.228506419,416027.953496713,1244333.2751686678,1179656.4690096176,594562.0649564294,3434579.7626314275,-2184168.5341250086,1408343.6930017483
581,seller_quality_improvement,quality_upside,11294833.280500365,10479311.865986519,10190049.422669142,1244676.4964089873,382543.74766830483,1011850.9915952962,882822.1654706618,512970.3302714332,2790187.2350056963,-1545510.738596709,989086.2011781135
581,subsidy_tightening,policy_upside,10220127.428482346,9685162.548546331,9386534.661712509,1126245.256094056,272115.2743432597,1019635.7872595409,915343.4833767269,484669.67637049337,2691764.2213500207,-1565518.9652559648,1088466.4775971794
581,fraud_control_improvement,risk_upside,11202719.32358713,10338713.791809045,10105836.577546299,1234525.6536020313,391852.6872691881,1069520.8908966533,697184.5619256715,402269.98742747714,2560828.12751899,-1326302.4739169588,939120.1407448346
581,downside_high_risk_deterioration,downside,11458599.397979964,10546655.10243085,10090878.282815587,1262723.317665474,446951.7100798152,1487677.783987945,1380825.320688281,823780.6040312086,4139235.41878725,-2876512.101121776,1966996.5818084728
582,baseline,reference,11107627.879469154,10355742.960032862,9997331.856257964,1224046.695430283,405658.72523786675,1242258.0393792302,942462.5808151056,593337.5945273347,3183716.9399595372,-1959670.2445292543,1293074.3106333537
582,seller_quality_improvement,quality_upside,10838589.48869451,9910231.08793999,9625024.531752799,1194399.001364093,393006.5948882093,915074.8861326972,788283.8751683617,577883.3758120427,2674248.732001311,-1479849.730637218,908230.3742081377
582,subsidy_tightening,policy_upside,10462040.03531921,10062848.149894668,9742353.329934701,1152903.722707698,250729.87134143157,1064746.8105543228,910202.9973154007,566527.1651248637,2792206.844336019,-1639303.121628321,1039189.7199200321
582,fraud_control_improvement,risk_upside,11115714.16526783,10349884.10509745,10127387.887704419,1224937.7940084476,403604.4884375538,1058529.8576303124,652990.3955705445,369313.22407996753,2484437.9657183783,-1259500.1717099308,891887.4773321778
582,downside_high_risk_deterioration,downside,11750017.084946113,10663443.145150654,10219357.900260743,1294837.1821729606,422098.53058179864,1472800.6433566492,1133762.28586283,829682.7147353177,3858344.174536596,-2563506.9923636355,1881654.7480365557
583,baseline,reference,11901810.037644582,11044881.527855365,10698892.61289273,1311564.5756503379,441428.2241034593,1407863.1538042272,1032542.071406681,662269.6980743419,3544103.1473887092,-2232538.5717383716,1278953.2742131273
583,seller_quality_improvement,quality_upside,11831315.996659832,11070640.118492154,10776919.903011728,1303796.2205297633,412518.8136881224,1030430.687542603,962314.0607831312,571932.2379168851,2977195.7999307415,-1673399.5794009783,1026309.2413391356
583,subsidy_tightening,policy_upside,11566779.955427168,10641544.522324473,10335158.794225449,1274644.6797501557,281446.54786274815,1367183.2679745175,999880.524778796,574024.1299711658,3222534.4705872275,-1947889.7908370718,1084134.6117360552
583,fraud_control_improvement,risk_upside,11484305.977121122,10701073.115879124,10409596.5808066,1265556.1505250186,433878.68524289114,1004580.1283214971,659690.3621923376,371835.37686477427,2469984.5526215,-1204428.4020964815,901686.307821436
583,downside_high_risk_deterioration,downside,12105330.520131016,10897953.231663832,10432016.773693271,1333992.2781934123,410406.1180658315,1568267.1135418464,1291884.6505954308,798169.1361869184,4068727.018390027,-2734734.7401966145,1793676.4226707462
584,baseline,reference,11777115.680447185,10743245.026345095,10374625.82367841,1297823.413493799,407827.2325028494,1261304.9837635616,1035284.7904343705,585367.873103768,3289784.8798045493,-1991961.4663107502,1276393.679013109
584,seller_quality_improvement,quality_upside,11082154.306384513,10529546.727186652,10238132.473517325,1221239.5395466501,355465.44264039904,1060029.1679891902,879650.7106324604,567849.9151218373,2862995.236383887,-1641755.6968372369,1139882.125317083
584,subsidy_tightening,policy_upside,10792582.512929251,10128469.01414438,9856073.137490274,1189329.090194644,268264.77637801896,1118536.0032572367,953114.4167431904,567601.6045631508,2907516.8009415967,-1718187.7107469528,1182319.5523170175
584,fraud_control_improvement,risk_upside,10830684.714688485,10094103.887513643,9863363.203268902,1193527.9051583873,380279.3033162783,1129586.4306606776,640375.4014226993,338968.55262683576,2489209.688026491,-1295681.7828681038,735787.5109235225
584,downside_high_risk_deterioration,downside,12091693.191381471,10819056.432025611,10336663.756951619,1332489.4616270391,483708.3460844142,1592845.6999174643,1273536.7144649948,832095.3708880302,4182186.131354904,-2849696.6697278647,1819611.4377276828
585,baseline,reference,11778223.442378016,10734756.842298936,10395567.773953645,1297945.4874726422,420734.89972140803,1064204.879666661,852587.707232854,656026.8358667952,2993554.3224877184,-1695608.8350150762,1253680.444467572
585,seller_quality_improvement,quality_upside,11334467.548835885,10447814.908970082,10163991.173290553,1249044.1431926503,363188.27986717783,909043.8237982596,703127.2103335392,582307.0735012179,2557666.387500195,-1308622.2443075445,1061450.082941228
585,subsidy_tightening,policy_upside,10863902.15197377,10218405.762055323,9926999.912295701,1197188.425188489,272936.85881687736,1121312.9553854791,906651.6954989887,564659.5616473195,2865561.0713486644,-1668372.6461601753,1210353.3408734326
585,fraud_control_improvement,risk_upside,11955632.200032284,11294180.099841367,11031459.498011505,1317495.710607906,408192.17964655085,1143572.366831699,737678.6071781194,390660.13277497375,2680103.286431343,-1362607.5758234367,849525.038692167
585,downside_high_risk_deterioration,downside,11399253.073223267,10462218.579448152,9975689.35443884,1256183.4269261889,355982.3863235841,1492989.990755156,1166324.4391488147,831902.8304109342,3847199.6466384884,-2591016.2197122993,1918794.323677212
586,baseline,reference,11025753.562296629,10068841.363815445,9732719.15537103,1215024.2481118166,392721.5480715399,1067893.6070135199,1014775.7957446403,573169.8106937549,3048560.761523455,-1833536.5134116383,1106902.7074809829
586,seller_quality_improvement,quality_upside,10930917.06413562,9846292.933588654,9564138.91118876,1204573.3846655602,387284.99138071266,941013.730135693,799260.4048446246,520785.20335768274,2648344.3297187127,-1443770.9450531525,926204.777167502
586,subsidy_tightening,policy_upside,10834250.099209387,10122595.267161598,9844190.61198257,1193920.806071895,279464.690233231,1136568.03097979,1067952.1452857312,658080.4056923188,3142065.2721910714,-1948144.4661191765,1136468.6155938725
586,fraud_control_improvement,risk_upside,11162718.17451489,10486628.087821187,10211202.390339324,1230117.5770201904,385775.30640098953,1141603.586449107,596007.1325881656,323353.9762832495,2446740.0017215116,-1216622.4247013212,841548.883686682
586,downside_high_risk_deterioration,downside,11460098.360193746,10548478.033473123,10098477.42886078,1262888.5014260632,411715.05880518636,1488696.5989943282,1131174.3403024538,739673.06860691,3771259.066708878,-2508370.565282815,1940008.2337310032
587,baseline,reference,11775284.929289095,10882131.852194363,10535351.453897722,1297621.6670066523,430484.10858870915,1213495.11798324,948013.7236349131,657044.6694627157,3249037.619669578,-1951415.9526629257,1338369.0550045595
587,seller_quality_improvement,quality_upside,11324612.087793665,10698538.427671317,10416392.45533835,1247958.0837160838,406661.3751785635,993600.0177031363,732175.7535019085,530959.4282771496,2663396.5746607576,-1415438.4909446738,1078429.7495366407
587,subsidy_tightening,policy_upside,11338736.22877529,10444468.20833098,10107664.588680936,1249514.546381376,275849.2373948241,1041634.5624074343,929374.0799405698,596341.1363689112,2843199.0161117394,-1593684.4697303635,1218040.270625402
587,fraud_control_improvement,risk_upside,11647813.632198125,10487858.727493018,10231259.521458432,1283574.4895481048,396188.57501035515,1174035.559644227,685797.3160420165,320037.28594587435,2576058.736642473,-1292484.247094368,810054.3771665687
587,downside_high_risk_deterioration,downside,12339570.626012752,11313637.014439847,10837618.322710855,1359805.2448009579,461463.6466164187,1757153.606480268,1227404.0378089636,943910.082079245,4389931.3729848955,-3030126.1281839376,1968627.8432208193
588,baseline,reference,11356261.79106652,10378929.88686425,10019160.32602714,1251445.841419427,391385.90071449155,1147045.5481703365,1083948.714437186,583514.8264164568,3205894.989738471,-1954449.148319044,1356278.1289221793
588,seller_quality_improvement,quality_upside,11454482.021920005,10599908.485796193,10336696.136548657,1262269.5879749656,389861.0927722691,1057984.4346761005,833166.0201217143,487898.6975488335,2768910.245118918,-1506640.6571439523,1109841.295458142
588,subsidy_tightening,policy_upside,10117651.142833816,9493877.400656348,9197954.40411377,1114952.4976249048,252787.18084823355,1049060.892222292,770131.8326530932,559282.761825031,2631262.66754865,-1516310.169923745,1253217.4869099022
588,fraud_control_improvement,risk_upside,11433037.275923349,10751340.35042236,10496188.81996048,1259906.4037959145,371372.5062508899,1208394.7015334452,742140.5527957586,385328.90242626244,2707236.663006356,-1447330.2592104415,948266.1547628349
588,downside_high_risk_deterioration,downside,11997413.829755113,10873551.949393772,10383108.679071741,1322099.9939298609,440962.5747328179,1637654.6033369205,1338677.3444140696,714175.5751053822,4131470.09758919,-2809370.103659329,1752110.6942787801
589,baseline,reference,11270409.153767131,10375585.403102072,9980900.490949469,1241984.9882003043,384964.5521251808,1332278.805497735,979551.4650052099,667885.3006600274,3364680.1232881527,-2122695.1350878486,1280717.6112740398
589,seller_quality_improvement,quality_upside,11888891.040764155,10908678.950732514,10591962.854061896,1310140.9183572277,425908.9301951922,1001662.6839261096,850350.1422093562,598720.2875386311,2876642.0438692886,-1566501.125512061,967376.613628434
589,subsidy_tightening,policy_upside,10742901.399225974,10143262.988055818,9827644.032039713,1183854.2936211834,266606.3254063571,1017034.3931375678,889718.6607860817,575699.9598123825,2749059.3391423887,-1565205.0455212053,1185126.527777604
589,fraud_control_improvement,risk_upside,11593754.961959861,10563224.73688697,10338978.977826854,1277617.2917213026,398736.26256312564,1181055.2594291684,690493.9055875331,358876.4627273177,2629161.8903071447,-1351544.5985858422,843693.5514826126
589,downside_high_risk_deterioration,downside,12077573.711076666,10748259.79686612,10280209.179064307,1330933.5125625017,433504.7588713023,1411493.9988539822,1353869.7043122428,681370.557553133,3880239.01959066,-2549305.5070281583,1931982.5924909052
590,baseline,reference,11354548.66231767,10551921.925305275,10201723.368604438,1251257.05677462,419371.2742411611,1233736.6900239424,817085.2622591946,673639.887518495,3143833.114042793,-1892576.057268173,1296258.637153513
590,seller_quality_improvement,quality_upside,10660467.328330858,9841017.57345797,9574461.369181367,1174770.1621428018,343624.1121372897,880336.2680354092,760777.6476694717,495673.6561406178,2480411.6839827886,-1305641.5218399868,986767.8570004285
590,subsidy_tightening,policy_upside,11072881.89766096,10282805.760544779,9986009.946843235,1220217.7317061368,271230.87150743,1094665.4123116797,890761.4077817794,616759.181892103,2873416.873492992,-1653199.1417868552,1266351.0231669222
590,fraud_control_improvement,risk_upside,11591195.29364575,10245219.668992423,10007023.359527577,1277335.2194755194,408745.66341202054,1152853.2393198072,715119.9272025094,347576.52814288257,2624295.3580772197,-1346960.1386017003,828474.9761376741
590,downside_high_risk_deterioration,downside,12184097.910722595,10936989.307512332,10372739.535131399,1342672.346089772,448076.3854401397,1724600.550393516,1308604.7651975818,918620.6402340058,4399902.3412652435,-3057229.9951754715,1829086.8258573604
591,baseline,reference,11178266.93692401,10504754.379747678,10178837.20315979,1231831.0311844314,416823.27311796177,1404721.233935191,962127.0901820041,638213.2062504626,3421884.80348562,-2190053.7723011887,1098533.9603690198
591,seller_quality_improvement,quality_upside,11085803.580625145,10101753.726629138,9813902.948730426,1221641.6850023167,385713.0097607257,864759.5126081643,747659.638066479,542983.9128266121,2541116.073261981,-1319474.3882596642,967110.9570987435
591,subsidy_tightening,policy_upside,11363799.064850016,10882287.757222986,10546317.065632537,1252276.439560394,277467.05413293146,1305994.8929284252,1077643.240056339,617398.7167694448,3278503.9038871406,-2026227.4643267465,1228590.564623076
